geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1372354.42223941, Y: 5691125.33691529, Z: NaN",HOTEL AQUARIUS,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1624",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,28,55
"X: 1372677.63770073, Y: 5691262.22129519, Z: NaN",HOTEL PALAZZO GIOVANELLI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2070/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,41,73
"X: 1371660.50398973, Y: 5691078.13131141, Z: NaN",HOTEL CARLTON & GRAND CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,578",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,145,286
"X: 1372037.19465292, Y: 5691079.91719497, Z: NaN",SANTA CROCE BOUTIQUE HOTEL,BONTEMPO SRL,"SANTA CROCE,980",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,041956041      ,amministrazione@tlcstudio.it,CENTRO STORICO,0,15,31
"X: 1372555.96147799, Y: 5691260.79816329, Z: NaN",PALAZZO VENART LUXURY HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1961",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,18,34
"X: 1371780.019428, Y: 5690479.42616967, Z: NaN",DALLA MORA (DIPENDENZA),PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,44",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,16
"X: 1372197.17240495, Y: 5691236.55740998, Z: NaN",HOTEL CA' ZUSTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1358",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,22,46
"X: 1371582.39531666, Y: 5690899.39271741, Z: NaN",HOTEL GARDENA,HOTEL GARDENA VENICE SAS DI UGO ZOVATTO,"SANTA CROCE,239",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0410993670     ,info@hotelgardenavenice.com,CENTRO STORICO,0,20,45
"X: 1371576.07334644, Y: 5690949.61257152, Z: NaN",HOTEL CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,553",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,17,26
"X: 1371576.07334644, Y: 5690949.61257152, Z: NaN",HOTEL CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,553",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,25
"X: 1371593.853311, Y: 5690980.7970086, Z: NaN",HOTEL AIRONE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,557",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,25
"X: 1371907.02269569, Y: 5691212.50445803, Z: NaN",CA' NIGRA LAGOON RESORT,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,927",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,21,42
"X: 1372053.41558897, Y: 5691211.74103474, Z: NaN",ALBERGO DOGE,ALBERGO DOGE S.R.L.,"SANTA CROCE,1222",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0412448752     ,hoteldoge@libero.it,CENTRO STORICO,0,7,14
"X: 1371752.08170067, Y: 5690992.633312, Z: NaN",ALBERGO MARIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,670",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,17,33
"X: 1372027.4815224, Y: 5690937.7630791, Z: NaN",HOTEL BASILEA,ALBERGO BASILEA S.R.L.,"SANTA CROCE,817",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,041718477      ,reserve@hotelbasilea.com,CENTRO STORICO,0,30,53
"X: 1371754.21858551, Y: 5690525.36058637, Z: NaN",HOTEL AL SOLE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,134",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,62,115
"X: 1371675.1492817, Y: 5691096.37255038, Z: NaN",HOTEL ANTICHE FIGURE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,686",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,12,24
"X: 1371615.40008465, Y: 5690583.80675051, Z: NaN",LOCANDA SALIERI,AURORA IMMOBILIARE SRLS,"SANTA CROCE,160",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,041721843      ,locanda.salieri160@gmail.com,CENTRO STORICO,0,11,20
"X: 1371596.93427631, Y: 5690737.71040167, Z: NaN",HOTEL PAPADOPOLI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,245",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,100,194
"X: 1371788.49245861, Y: 5690516.75408, Z: NaN",HOTEL FALER,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,130",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,18,24
"X: 1372617.82902307, Y: 5691203.28369145, Z: NaN",HOTEL AL PONTE MOCENIGO,ARCAZA S.N.C. DI FERRARI A. E BALDAN V.,"SANTA CROCE,2063",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415244797     ,info@alpontemocenigo.com,CENTRO STORICO,0,15,32
"X: 1372817.91470661, Y: 5691138.90786426, Z: NaN",RESIDENZA D'EPOCA CA' FAVRETTO SAN CASSIANO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2232",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,35,64
"X: 1371783.43840893, Y: 5690483.17493373, Z: NaN",HOTEL DALLA MORA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,42/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,10
"X: 1372018.83833432, Y: 5690931.99997098, Z: NaN",HOTEL BASILEA DIPENDENZA,ALBERGO BASILEA S.R.L.,"SANTA CROCE,804",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,041718477      ,reserve@hotelbasilea.com,CENTRO STORICO,0,13,28
"X: 1371396.0420926, Y: 5690792.82546613, Z: NaN",HOTEL SANTA CHIARA SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,548",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,39,76
"X: 1371421.95575331, Y: 5690567.93688508, Z: NaN",HOTEL ARLECCHINO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,390",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,25,40
"X: 1371102.68740817, Y: 5690487.51274709, Z: NaN",HOTEL PALAZZO MARTINELLI DOLFIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,420/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,25
