geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1371985.31778935, Y: 5689726.81572811, Z: NaN",ANTICA LOCANDA MONTIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,1147",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,25
"X: 1371090.10070968, Y: 5689934.4144362, Z: NaN",HOTEL TIZIANO,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,1873",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,25
"X: 1371604.20324426, Y: 5690418.57614606, Z: NaN",HOTEL MORESCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,3499",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,23,45
"X: 1371504.80489531, Y: 5689825.33735274, Z: NaN",EXCESS VENICE BOUTIQUE HOTEL E PRIVATE SPA RESIDENZA D’EPOCA ALBERGHIERA E SPA,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,2542",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,35
"X: 1372371.7230655, Y: 5689539.20838317, Z: NaN",DEPANDANCE BELLE ARTI,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,895",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,30,56
"X: 1372437.53973171, Y: 5689666.84897809, Z: NaN",ALBERGO GALLERIA,VILLAMAGGIORE SRL,"DORSODURO,878/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,0415232489     ,info@hotelgalleria.it,CENTRO STORICO,0,9,15
"X: 1372421.51557425, Y: 5689326.44046873, Z: NaN",PENSIONE SEGUSO,PENSIONE SEGUSO VENEZIA SRL,"DORSODURO,779",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,0415286858     ,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,36,63
"X: 1372198.18222729, Y: 5689972.34382391, Z: NaN",PALAZZO STERN,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,2792/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,24,49
"X: 1372384.32476479, Y: 5689567.8067396, Z: NaN",HOTEL AGLI ALBORETTI,HOTEL AGLI ALBORETTI - TARA S.R.L.,"DORSODURO,884",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415230058     ,info@aglialboretti.com,CENTRO STORICO,0,22,44
"X: 1372966.00594211, Y: 5689596.2730467, Z: NaN",CENTURION PALACE,SINA SPA,"DORSODURO,173",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,0412411452     ,palazzosantangelo@sinahotels.com,CENTRO STORICO,0,50,97
"X: 1372528.73185425, Y: 5689511.85486674, Z: NaN",DIPENDENZA 1 AMERICAN DINESEN,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,628",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,11
"X: 1372528.73185425, Y: 5689511.85486674, Z: NaN",AMERICAN DINESEN,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,628",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,65
"X: 1372186.13224742, Y: 5690334.18209772, Z: NaN",LOCANDA CA' FOSCARI,MAYCOM S.R.L.,"DORSODURO,3888",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,041710401      ,locandacafoscari@hotmail.it,CENTRO STORICO,0,11,19
"X: 1372352.70831065, Y: 5689516.31575993, Z: NaN",HOTEL BELLE ARTI,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,912/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,65,104
"X: 1372368.45511333, Y: 5689548.06624984, Z: NaN",HOTEL CA' PISANI,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,979/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,29,60
"X: 1372368.45511333, Y: 5689548.06624984, Z: NaN",HOTEL CA' PISANI SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,979/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,29,60
"X: 1372898.41595968, Y: 5689395.90367553, Z: NaN",HOTEL MESSNER DIPENDENZA,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,237",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,19,36
"X: 1371693.76023511, Y: 5690456.7433573, Z: NaN",HOTEL AL MALCANTON,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,3587",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,12
"X: 1372186.60336038, Y: 5689588.76621371, Z: NaN",HOTEL NANI MOCENIGO PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,960",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,26,43
"X: 1372409.9031017, Y: 5689310.60777964, Z: NaN",PENSIONE CALCINA,MEGEZIA SRL,"DORSODURO,780",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415206466     ,amministrazione@lacalcina.com,CENTRO STORICO,0,29,49
"X: 1371560.17879252, Y: 5690287.63510156, Z: NaN",NH RIO NOVO,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,3489",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,144,288
"X: 1371832.42769709, Y: 5689949.31858431, Z: NaN",HOTEL PAUSANIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,2824",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,24,44
"X: 1371794.83568182, Y: 5689531.42883846, Z: NaN",IL PALAZZO EXPERIMENTAL,EXPERIMENTAL ADRIATICA SRL,"DORSODURO,1411",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,0410980200     ,info@palazzoexperimental.com,CENTRO STORICO,0,32,62
"X: 1372243.4064912, Y: 5689804.74211262, Z: NaN",PENSIONE ACCADEMIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"DORSODURO,1058",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,47
