geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1372616.31256259, Y: 5690111.44138981, Z: NaN",HOTEL LOCANDA FIORITA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3457/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,16
"X: 1373681.17562196, Y: 5690363.52419182, Z: NaN",HOTEL DONA' PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,391",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,26,59
"X: 1373243.20085941, Y: 5690398.42362165, Z: NaN",HOTEL ALCYONE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4712",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,21,34
"X: 1372720.17622501, Y: 5690160.7993856, Z: NaN",HOTEL PALAZZO PARUTA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3824",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,19,29
"X: 1373015.00508177, Y: 5690169.59222625, Z: NaN",DUODO PALACE HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1887",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,amministrazione@benzonsrl.it,CENTRO STORICO,0,38,75
"X: 1373357.33292333, Y: 5690176.93540571, Z: NaN",CAVALLETTO & DOGE ORSEOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1107",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,95,171
"X: 1373297.55492623, Y: 5690363.32360924, Z: NaN",ALBERGO AL GAMBERO,HOTEL REGENCY SRL,"SAN MARCO,4687",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415224384     ,hotelgambero@tin.it,CENTRO STORICO,0,30,55
"X: 1373209.26916552, Y: 5690318.98337283, Z: NaN",HOTEL BONVECCHIATI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4488",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,115,226
"X: 1372873.65898676, Y: 5689848.55616784, Z: NaN",HOTEL ALA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2494",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,82,132
"X: 1373185.40900167, Y: 5690234.78889796, Z: NaN",HOTEL CASA PETRARCA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4394",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,11
"X: 1372368.74905668, Y: 5690112.93171937, Z: NaN",HOTEL PALAZZINA G,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3247",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,32
"X: 1372622.39539767, Y: 5690034.5092674, Z: NaN",HOTEL S. STEFANO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2957",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,20
"X: 1372954.79338202, Y: 5690109.80484931, Z: NaN",AL THEATRO PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1925/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,24,38
"X: 1373057.95675106, Y: 5690274.82652343, Z: NaN",HOTEL CENTAURO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4297/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,30,56
"X: 1373082.74851999, Y: 5689941.11364013, Z: NaN",NOLINSKI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2032",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,43,86
"X: 1373250.24537254, Y: 5689924.0609772, Z: NaN",RESIDENZA GRUNWALD,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1391",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,19,38
"X: 1373123.93954113, Y: 5690014.83683669, Z: NaN",HOTEL  SAN MOISE',PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2058",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,33
"X: 1373056.52159907, Y: 5689896.70461869, Z: NaN",RESIDENZA FAVARO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2259",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,13
"X: 1373423.70325847, Y: 5690211.8560314, Z: NaN",HOTEL ROYAL SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,848",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,50,77
"X: 1372812.98532922, Y: 5690295.33573598, Z: NaN",HOTEL SAN GIORGIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3781/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,24
"X: 1373400.88506389, Y: 5690216.20618367, Z: NaN",AMBASSADOR TRE ROSE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,905",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,33,60
"X: 1372909.23414725, Y: 5689841.44476163, Z: NaN",PALAZZO DEL GIGLIO,COMPAGNIA EUROPEA ALBERGHIERA S.R.L.,"SAN MARCO,2462",PUBBLICAZIONE DATO NON AUTORIZZATA,RESIDENZE TURISTICO - ALBERGHIERE,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412719111     ,info@hotelgiglio.com,CENTRO STORICO,0,24,51
"X: 1373605.16667803, Y: 5690330.42675614, Z: NaN",ANTICO PANADA SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,646",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,48,83
"X: 1373185.06207122, Y: 5690356.58347575, Z: NaN",HOTEL AL CODEGA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4435",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,28,51
"X: 1373207.04541045, Y: 5689955.65603621, Z: NaN",HOTEL BAUER,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1459",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,191,382
"X: 1373206.88190609, Y: 5690315.60525732, Z: NaN",HOTEL SERENISSIMA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4486",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,38,60
"X: 1373259.2826401, Y: 5690655.53565673, Z: NaN",HOTEL AL GRASPO DE UA SRL,HOTEL AL GRASPO DE UA SRL,"SAN MARCO,5094",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415205644     ,hotelalgraspodeua@gmail.com,CENTRO STORICO,0,23,36
"X: 1372765.02961745, Y: 5690255.75281292, Z: NaN",CORTE DI GABRIELA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3836",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,25
"X: 1373398.99445426, Y: 5690732.22874292, Z: NaN",HOTEL BARTOLOMEO,BORSO S.R.L,"SAN MARCO,5494",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,0415235387     ,info@hotelbartolomeo.com,CENTRO STORICO,0,26,31
"X: 1372942.47357256, Y: 5690180.46434663, Z: NaN",HOTEL CÀ ALVISE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3673",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,28,86
"X: 1372565.69563113, Y: 5690326.75587624, Z: NaN",PALAZZO SANT'ANGELO SUL CANAL GRANDE,SINA SPA,"SAN MARCO,3878/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412411452     ,palazzosantangelo@sinahotels.com,CENTRO STORICO,0,14,25
"X: 1372593.24729834, Y: 5690338.44082564, Z: NaN",PALAZZO BAROCCI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3878/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,59,115
"X: 1373045.43165432, Y: 5689871.78258057, Z: NaN",HOTEL FLORA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2283/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,40,76
"X: 1373406.48675588, Y: 5690415.56350252, Z: NaN",STARHOTELS SPLENDID VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,760",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,165,319
"X: 1373010.29627302, Y: 5689872.43720004, Z: NaN",DO POZZI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2373",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,28,43
"X: 1373010.29627302, Y: 5689872.43720004, Z: NaN",HOTEL DO POZZI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2373",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,29,43
"X: 1373348.79192585, Y: 5689897.9487512, Z: NaN",HOTEL MONACO & GRAND CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1332",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,93,176
"X: 1373069.59135579, Y: 5690127.89296861, Z: NaN",HOTEL MERCURIO,HOTEL MERCURIO S.R.L.,"SAN MARCO,1848",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415220947     ,info@hotelmercurio.com,CENTRO STORICO,0,28,56
"X: 1373532.48674202, Y: 5690356.64228535, Z: NaN",HOTEL ORION,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,700/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,21,44
"X: 1372865.98923777, Y: 5689763.91944771, Z: NaN",ALA GRAN CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2488/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,18,9
"X: 1372909.0903916, Y: 5689825.84077997, Z: NaN",THE GRITTI PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2464",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,82,164
"X: 1372888.65200013, Y: 5689980.95114945, Z: NaN",AD PLACE VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2557/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,info@adplacevenice.com,CENTRO STORICO,0,12,22
"X: 1373421.85176589, Y: 5690477.58540241, Z: NaN",HOTEL AL GAZZETTINO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4971",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,23
"X: 1373429.51712477, Y: 5690198.47611737, Z: NaN",ALBERGO SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,877",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,56,95
"X: 1372908.91288613, Y: 5689889.89057712, Z: NaN",ALBERGO BEL SITO E BERLINO SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2517",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,34,60
"X: 1372948.64229282, Y: 5690110.1982036, Z: NaN",HOTEL SAN FANTIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1930/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,15
"X: 1373370.17673857, Y: 5690630.75810625, Z: NaN",HOTEL SAN SALVADOR,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,5264",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,13
"X: 1373036.03940163, Y: 5689927.56925165, Z: NaN",HOTEL SATURNIA & INTERNATIONAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2398",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,87,187
"X: 1373595.72389667, Y: 5690349.41278645, Z: NaN",HOTEL MONTECARLO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,464",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,48,87
"X: 1372948.00380056, Y: 5690103.64638347, Z: NaN",LA FENICE ET DES ARTISTES,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1936",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,67,123
