geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1373998.65462763, Y: 5690105.43721617, Z: NaN",SAVOIA & JOLANDA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4187",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,51,107
"X: 1375669.37410932, Y: 5689968.74957277, Z: NaN",HOTEL SANT'ANNA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,269",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,13
"X: 1373560.9417114, Y: 5690564.65520435, Z: NaN",HOTEL CANALETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5487",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,38,79
"X: 1374003.16281357, Y: 5690158.08701097, Z: NaN",HOTEL PAGANELLI DIPENDENZA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4687",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,6,10
"X: 1374372.15635625, Y: 5690397.72687385, Z: NaN",HOTEL PALAZZO SANT'ANTONIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,3299",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,24
"X: 1374258.12388587, Y: 5690105.12641785, Z: NaN",METROPOLE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4149",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,67,140
"X: 1373883.37007435, Y: 5690183.67572613, Z: NaN",HOTEL MAISON DUCAL,MAISON VENEZIA SRL,"CASTELLO,4588",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415211397     ,info@hotelmaisonducal.com,CENTRO STORICO,0,8,19
"X: 1373460.20755447, Y: 5690539.41903328, Z: NaN",HOTEL CANEVA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5515",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,23,44
"X: 1373917.92528374, Y: 5690085.94283063, Z: NaN",HOTEL DANIELI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4196",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,210,412
"X: 1373932.05790321, Y: 5690215.95745467, Z: NaN",HOTEL PALAZZINA SARDI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4656",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,16
"X: 1374087.46101707, Y: 5690394.79823517, Z: NaN",HOTEL LA CASA NICOLO' PRIULI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4981/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,22
"X: 1375214.85085538, Y: 5689901.38947666, Z: NaN",HOTELCORTE CONTARINA DEPENDENCE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,1956",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,20
"X: 1373882.00649402, Y: 5690218.08708549, Z: NaN",HOTEL ANTIGO TROVATORE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4534",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,25,50
"X: 1373532.24333139, Y: 5690521.69633249, Z: NaN",HOTEL AQUA PALACE,FALC-INN SRL,"CASTELLO,5492/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412960442     ,info@aquapalace.it,CENTRO STORICO,0,24,53
"X: 1374120.01226131, Y: 5690120.68780722, Z: NaN",HOTEL PENSIONE WILDNER,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4161",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,32
"X: 1373497.65077536, Y: 5690699.43523832, Z: NaN",HOTEL CANADA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5659",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,25,36
"X: 1374086.97510223, Y: 5690391.82710104, Z: NaN",HOTEL PALAZZO PRIULI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4979/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,22
"X: 1373863.77526381, Y: 5690166.96391489, Z: NaN",HOTEL LUX,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4541",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,17,25
"X: 1373890.99220138, Y: 5690412.81847242, Z: NaN",HOTEL CASA VERARDO RESIDENZA D'EPOCA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4765",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,22,46
"X: 1373830.27248952, Y: 5690622.55282144, Z: NaN",HOTEL PALAZZO VITTURI,PALAZZO VITTURI SRL,"CASTELLO,5246",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0412410856     ,info@hotelpalazzovitturi.com,CENTRO STORICO,0,16,31
"X: 1373804.0718841, Y: 5690421.2852918, Z: NaN",HOTEL CÀ DEI CONTI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4429",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,33
"X: 1373469.78792203, Y: 5690536.82024797, Z: NaN",HOTEL CANEVA 1,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5511",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,21
"X: 1373723.8762917, Y: 5690401.34095793, Z: NaN",COLOMBINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4416",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,32,71
"X: 1374433.47188037, Y: 5690240.45282535, Z: NaN",HOTEL LA RESIDENZA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,3608",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,25
"X: 1374547.48973757, Y: 5690049.4021916, Z: NaN",HOTEL GABRIELLI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4109",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,66,131
"X: 1374206.35984295, Y: 5690111.87834814, Z: NaN",HOTEL LOCANDA VIVALDI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4150",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,53
"X: 1373751.66764376, Y: 5690395.92769711, Z: NaN",LOCANDA REMEDIO DEPENDANCE COLOMBINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4412",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,23
"X: 1374206.26917926, Y: 5690394.73766629, Z: NaN",LIASSIDI PALACE HOTEL,LIASSIDI SRL,"CASTELLO,3405",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0415205658     ,info@liassidipalacehotel.it,CENTRO STORICO,0,28,57
"X: 1373752.52287605, Y: 5690733.58816323, Z: NaN",PALAZZO MARIA FORMOSA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,6121/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,64
"X: 1374075.98261181, Y: 5690363.95420608, Z: NaN",HOTEL AI DUE PRINCIPI,HOTEL AI DUE PRINCIPI S.R.L.,"CASTELLO,4972",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412413979     ,info@hotelaidueprincipi.com,CENTRO STORICO,0,15,36
"X: 1373792.20504802, Y: 5690521.06531082, Z: NaN",PALAZZO CONTI QUERINI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5257",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,12,21
"X: 1373828.98319104, Y: 5690661.27644773, Z: NaN",HOTEL SCANDINAVIA,HOTEL SCANDINAVIA S.R.L.,"CASTELLO,5240",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415223507     ,amministrazione@scandinaviahotel.com,CENTRO STORICO,0,34,69
"X: 1373767.56713058, Y: 5690466.73976958, Z: NaN",HOTEL LOCANDA CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4422/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,17
"X: 1373967.07627863, Y: 5690276.51572364, Z: NaN",HOTEL CASA FONTANA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4701",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,25
"X: 1373444.29889262, Y: 5690572.49184049, Z: NaN",HOTEL ALLA FAVA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5525",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,24
"X: 1373930.33736826, Y: 5690239.5472025, Z: NaN",HOTEL LE ISOLE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4661",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,12,27
"X: 1373930.33736826, Y: 5690239.5472025, Z: NaN",LE ISOLE DEPENDANCE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4661",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1373764.61726546, Y: 5690721.5934918, Z: NaN",PALAZZO MARIA FORMOSA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,6121",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,51
"X: 1373882.39314189, Y: 5690155.78395062, Z: NaN",ALBERGO COMMERCIO & PELLEGRINO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4551",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,25,49
"X: 1373600.24801139, Y: 5690623.21146064, Z: NaN",HOTEL DA BRUNO,HOTEL DA BRUNO DI SARTORE VILMA & C. S.A.S.,"CASTELLO,5726/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415230452     ,info@hoteldabruno.com,CENTRO STORICO,0,30,53
"X: 1374082.24672284, Y: 5690365.45599227, Z: NaN",HOTEL CORTE DEI GRECI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4973",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,17
"X: 1374026.64324775, Y: 5690109.07264913, Z: NaN",HOTEL PAGANELLI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4182",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,24,49
"X: 1373759.17259366, Y: 5690705.02586332, Z: NaN",RUZZINI PALACE HOTEL,THERESIA SRL,"CASTELLO,5866",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412410447     ,info@ruzzinipalace.com,CENTRO STORICO,0,28,52
"X: 1373907.4679709, Y: 5690520.85003471, Z: NaN",HOTEL AL PIAVE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4838",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,16
"X: 1373889.91533579, Y: 5690289.10154469, Z: NaN",ALBERGO TIEPOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4510",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,20
"X: 1373873.73103504, Y: 5690341.13178013, Z: NaN",HOTEL BRIDGE,ROSSI PIERLUIGI,"CASTELLO,4498",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,               ,info@hotelbridge.com,CENTRO STORICO,0,10,20
"X: 1373431.22255582, Y: 5690592.06184955, Z: NaN",HOTEL AI REALI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,5527",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,36,91
"X: 1373593.56503783, Y: 5690802.80518844, Z: NaN",SANTA MARINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,6068",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,20,33
"X: 1373855.33124441, Y: 5690285.02321037, Z: NaN",HOTEL RIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4358",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,24
"X: 1374100.63178904, Y: 5690385.4027285, Z: NaN",PALAZZO SAN LORENZO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CASTELLO,4981/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,26,50
